blend_name,models,weights,method,oof_bal_acc,best_threshold,test_pos_rate,changed_vs_anchor,diff_pct_vs_anchor,file_path
wavg_ensemble_stacking_lr_ensemble_avg_top5_logreg_full,ensemble_stacking_lr|ensemble_avg_top5|logreg_full,0.00|0.50|0.50,weighted_avg,0.7836959120248626,0.6159999999999994,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.20|0.30|0.50,weighted_avg,0.7836959120248626,0.6119999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.10|0.50|0.40,weighted_avg,0.7836959120248626,0.6099999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top5_logreg_full,ensemble_avg_top5|logreg_full,0.55|0.45,weighted_avg,0.7836959120248626,0.6109999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.05|0.50|0.45,weighted_avg,0.7836959120248626,0.6119999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.05|0.45|0.50,weighted_avg,0.7836959120248626,0.6189999999999994,0.3409090909090909,0,0.0,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_threshold_vote_logreg_full,ensemble_avg_top3|ensemble_stacking_lr|ensemble_threshold_vote|logreg_full,0.00|0.30|0.20|0.50,weighted_avg,0.7836959120248626,0.6129999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.15|0.45|0.40,weighted_avg,0.7836959120248626,0.6109999999999995,0.3409090909090909,0,0.0,
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.10|0.45|0.45,weighted_avg,0.7836959120248626,0.6129999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_stacking_lr_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_stacking_lr|ensemble_avg_top5|logreg_full,0.10|0.00|0.50|0.40,weighted_avg,0.7836959120248626,0.6099999999999995,0.36363636363636365,1,0.022727272727272728,
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.00|0.50|0.50,weighted_avg,0.7836959120248626,0.6159999999999994,0.36363636363636365,1,0.022727272727272728,
avg_ensemble_avg_top5_logreg_full,ensemble_avg_top5|logreg_full,equal,avg,0.7836959120248626,0.6159999999999994,0.36363636363636365,1,0.022727272727272728,stage3_submissions/submission_blend_avg_ensemble_avg_top5_logreg_full.csv
wavg_ensemble_avg_top3_ensemble_avg_top5_logreg_full,ensemble_avg_top3|ensemble_avg_top5|logreg_full,0.20|0.40|0.40,weighted_avg,0.7836959120248626,0.6119999999999995,0.3409090909090909,0,0.0,
